"DataExtractDate","ReportPeriod","Arrival_Departure","Domestic_International","CargoType","AirCargoTons"
"2018 Apr 18 03:12:41 PM","Sep 2012","Departure","Domestic","Freight","31,324"
"2018 Apr 18 03:12:41 PM","Feb 2017","Arrival","International","Mail","1,406"
"2018 Apr 18 03:12:41 PM","Jun 2017","Departure","Domestic","Mail","3,275"
"2018 Apr 18 03:12:41 PM","Jun 2007","Arrival","Domestic","Freight","36,339"
"2018 Apr 18 03:12:41 PM","Feb 2007","Arrival","Domestic","Freight","34,246"
"2018 Sep 26 09:27:08 AM","Aug 2018","Arrival","Domestic","Freight","31,493"
"2018 Apr 18 03:12:41 PM","Jan 2017","Arrival","International","Mail","1,420"
"2018 Apr 18 03:12:41 PM","Sep 2012","Departure","International","Freight","38,929"
"2018 Apr 18 03:12:41 PM","Mar 2010","Departure","International","Mail","1,176"
"2018 Apr 18 03:12:41 PM","Mar 2013","Departure","Domestic","Mail","1,795"
"2018 Apr 18 03:12:41 PM","Jul 2014","Arrival","International","Mail","783"
"2019 Apr 29 01:10:30 PM","Oct 2018","Arrival","International","Freight","76,229"
"2018 Apr 18 03:12:41 PM","Jun 2009","Arrival","Domestic","Mail","1,022"
"2018 Apr 18 03:12:41 PM","Mar 2016","Arrival","Domestic","Freight","30,599"
"2018 Apr 18 03:12:41 PM","Jul 2012","Departure","International","Freight","47,265"
"2020 Oct 27 08:53:01 AM","Sep 2020","Departure","Domestic","Mail","6,112"
"2018 Apr 18 03:12:41 PM","Nov 2013","Departure","International","Freight","45,304"
"2018 Apr 18 03:12:41 PM","Feb 2010","Arrival","International","Freight","49,109"
"2018 Apr 18 03:12:41 PM","Nov 2009","Departure","International","Freight","30,358"
"2019 Sep 27 07:57:24 AM","Jul 2019","Departure","International","Freight","50,682"
"2018 Apr 18 03:12:41 PM","Jan 2018","Departure","International","Mail","1,026"
"2019 Nov 26 01:26:41 PM","Oct 2019","Departure","Domestic","Mail","5,270"
"2018 Nov 25 11:40:39 AM","Oct 2018","Departure","Domestic","Mail","3,325"
"2018 Apr 18 03:12:41 PM","Aug 2011","Arrival","International","Mail","522"
"2018 Apr 18 03:12:41 PM","Sep 2006","Arrival","Domestic","Freight","38,323"
"2018 Apr 18 03:12:41 PM","Apr 2013","Departure","International","Mail","1,643"
"2018 Apr 18 03:12:41 PM","May 2014","Departure","International","Freight","44,006"
"2018 Apr 18 03:12:41 PM","Aug 2006","Departure","Domestic","Mail","2,517"
"2018 May 23 07:44:39 AM","Apr 2018","Arrival","Domestic","Mail","2,769"
"2018 Apr 18 03:12:41 PM","Apr 2015","Arrival","International","Mail","971"
"2018 Apr 18 03:12:41 PM","Dec 2007","Departure","Domestic","Mail","2,801"
"2020 Oct 27 08:53:01 AM","Sep 2020","Arrival","International","Mail","925"
"2018 Apr 18 03:12:41 PM","Mar 2013","Arrival","International","Mail","639"
"2018 Apr 18 03:12:41 PM","Apr 2017","Departure","Domestic","Mail","2,988"
"2018 Apr 18 03:12:41 PM","May 2008","Arrival","International","Mail","726"
"2018 Apr 18 03:12:41 PM","Sep 2006","Departure","International","Freight","37,856"
"2018 Apr 18 03:12:41 PM","Jun 2009","Departure","International","Freight","38,415"
"2018 Apr 18 03:12:41 PM","Oct 2008","Departure","International","Freight","32,479"
"2018 Apr 18 03:12:41 PM","Jan 2017","Arrival","Domestic","Mail","2,781"
"2018 Apr 18 03:12:41 PM","Jul 2013","Arrival","Domestic","Mail","1,605"
"2018 Apr 18 03:12:41 PM","May 2016","Arrival","Domestic","Freight","30,028"
"2018 Apr 18 03:12:41 PM","Sep 2013","Departure","Domestic","Mail","2,098"
"2018 Apr 18 03:12:41 PM","Aug 2006","Arrival","Domestic","Freight","37,956"
"2018 Apr 18 03:12:41 PM","Jun 2013","Arrival","International","Mail","759"
"2018 Apr 18 03:12:41 PM","Aug 2008","Departure","International","Freight","34,659"
"2021 Apr 01 09:37:48 AM","Feb 2021","Departure","Domestic","Mail","5,272"
"2018 Apr 18 03:12:41 PM","Jan 2011","Departure","Domestic","Freight","28,429"
"2018 Apr 18 03:12:41 PM","Jul 2014","Departure","Domestic","Freight","34,950"
"2018 Apr 18 03:12:41 PM","Mar 2016","Departure","International","Mail","1,104"
"2018 Apr 18 03:12:41 PM","Jul 2011","Departure","International","Mail","2,019"
"2018 Apr 18 03:12:41 PM","May 2015","Departure","International","Freight","53,985"
"2018 Apr 18 03:12:41 PM","Aug 2017","Departure","Domestic","Freight","38,990"
"2018 Apr 18 03:12:41 PM","Jul 2013","Departure","Domestic","Mail","2,011"
"2018 Apr 18 03:12:41 PM","Jun 2009","Departure","Domestic","Mail","1,453"
"2018 Apr 18 03:12:41 PM","Dec 2006","Arrival","Domestic","Freight","37,530"
"2018 Apr 18 03:12:41 PM","Nov 2014","Arrival","Domestic","Mail","2,205"
"2018 Apr 18 03:12:41 PM","Oct 2009","Departure","International","Mail","1,136"
"2018 Apr 18 03:12:41 PM","Jan 2012","Arrival","International","Freight","42,489"
"2021 Apr 01 09:37:48 AM","Feb 2021","Departure","International","Mail","503"
"2018 Apr 18 03:12:41 PM","Feb 2018","Departure","Domestic","Freight","34,152"
"2018 Apr 18 03:12:41 PM","Mar 2012","Arrival","International","Freight","55,163"
"2018 Apr 18 03:12:41 PM","Dec 2014","Arrival","International","Freight","57,059"
"2018 Apr 18 03:12:41 PM","May 2015","Arrival","International","Freight","59,499"
"2018 Apr 18 03:12:41 PM","Oct 2014","Arrival","Domestic","Freight","32,987"
"2018 Apr 18 03:12:41 PM","Mar 2018","Arrival","International","Mail","1,781"
"2019 May 28 06:24:45 AM","Apr 2019","Departure","International","Freight","45,778"
"2018 Apr 18 03:12:41 PM","Jul 2010","Arrival","International","Mail","588"
"2018 Apr 18 03:12:41 PM","Mar 2008","Arrival","Domestic","Mail","1,778"
"2018 Apr 18 03:12:41 PM","Dec 2009","Departure","International","Mail","1,455"
"2020 Aug 27 07:15:54 AM","Jul 2020","Arrival","Domestic","Mail","4,344"
"2018 Aug 21 11:02:45 AM","Jul 2018","Departure","Domestic","Freight","36,608"
"2018 Apr 18 03:12:41 PM","Jan 2016","Arrival","Domestic","Freight","27,007"
"2018 Apr 18 03:12:41 PM","Feb 2015","Arrival","Domestic","Freight","28,389"
"2018 Apr 18 03:12:41 PM","Dec 2014","Arrival","Domestic","Freight","32,239"
"2018 Apr 18 03:12:41 PM","Aug 2006","Arrival","Domestic","Mail","1,889"
"2019 Apr 29 01:10:30 PM","Dec 2018","Departure","International","Freight","48,159"
"2018 Apr 18 03:12:41 PM","Oct 2013","Arrival","International","Mail","830"
"2018 Apr 18 03:12:41 PM","Nov 2011","Departure","International","Freight","41,147"
"2018 Apr 18 03:12:41 PM","May 2014","Arrival","Domestic","Mail","1,888"
"2018 Apr 18 03:12:41 PM","Feb 2013","Departure","International","Mail","1,495"
"2018 Oct 29 10:20:51 AM","Sep 2018","Departure","Domestic","Freight","35,742"
"2018 Aug 24 11:01:04 AM","Jul 2018","Arrival","International","Freight","74,620"
"2018 Apr 18 03:12:41 PM","Sep 2009","Arrival","International","Mail","684"
"2018 Apr 18 03:12:41 PM","May 2008","Arrival","Domestic","Mail","1,859"
"2018 Apr 18 03:12:41 PM","Feb 2015","Arrival","International","Freight","53,174"
"2018 Apr 18 03:12:41 PM","Feb 2013","Arrival","Domestic","Mail","988"
"2020 Oct 27 08:53:01 AM","Sep 2020","Departure","International","Freight","49,162"
"2018 Apr 18 03:12:41 PM","Feb 2017","Departure","International","Mail","898"
"2018 Apr 18 03:12:41 PM","Jan 2013","Departure","International","Mail","1,625"
"2018 Apr 18 03:12:41 PM","Dec 2016","Arrival","Domestic","Freight","35,883"
"2018 Apr 18 03:12:41 PM","Feb 2015","Arrival","Domestic","Mail","2,309"
"2018 Apr 18 03:12:41 PM","Oct 2013","Arrival","Domestic","Mail","1,969"
"2018 Apr 18 03:12:41 PM","Feb 2015","Departure","Domestic","Mail","2,473"
"2018 Apr 18 03:12:41 PM","Feb 2011","Departure","Domestic","Mail","2,360"
"2018 Apr 18 03:12:41 PM","Oct 2007","Arrival","International","Mail","738"
"2018 Dec 26 06:52:40 AM","Nov 2018","Arrival","Domestic","Freight","30,569"
"2019 Apr 29 01:10:30 PM","Jan 2018","Arrival","International","Freight","64,407"
"2018 Apr 18 03:12:41 PM","Apr 2013","Arrival","Domestic","Freight","28,074"
"2018 Apr 18 03:12:41 PM","Dec 2013","Arrival","Domestic","Mail","2,221"
"2018 Apr 18 03:12:41 PM","Sep 2010","Departure","International","Mail","1,890"
"2018 Apr 18 03:12:41 PM","Sep 2015","Departure","International","Freight","41,319"
"2018 Apr 18 03:12:41 PM","Nov 2006","Departure","Domestic","Freight","40,773"
"2018 Apr 18 03:12:41 PM","Dec 2011","Arrival","Domestic","Freight","32,924"
"2018 Apr 18 03:12:41 PM","Jan 2015","Departure","Domestic","Mail","2,837"
"2018 Apr 18 03:12:41 PM","Jul 2016","Departure","Domestic","Freight","34,652"
"2021 Feb 02 08:17:02 AM","Dec 2020","Departure","International","Mail","1,050"
"2018 Apr 18 03:12:41 PM","Apr 2011","Departure","Domestic","Mail","2,873"
"2018 Apr 18 03:12:41 PM","Sep 2007","Arrival","Domestic","Freight","35,384"
"2018 Apr 18 03:12:41 PM","Apr 2016","Arrival","International","Freight","60,764"
"2018 Apr 18 03:12:41 PM","Feb 2007","Departure","International","Freight","29,604"
"2018 Apr 18 03:12:41 PM","Mar 2010","Arrival","Domestic","Freight","29,927"
"2019 Jul 18 06:18:08 AM","Jun 2019","Departure","International","Mail","759"
"2018 Apr 18 03:12:41 PM","Aug 2011","Departure","International","Freight","41,351"
"2018 Apr 18 03:12:41 PM","Apr 2014","Departure","International","Freight","42,244"
"2018 Nov 25 11:40:39 AM","Oct 2018","Departure","International","Mail","1,005"
"2019 Sep 27 07:57:24 AM","Aug 2019","Arrival","Domestic","Freight","30,753"
"2018 Apr 18 03:12:41 PM","Oct 2007","Arrival","Domestic","Mail","1,676"
"2019 Nov 26 01:26:41 PM","Oct 2019","Departure","International","Mail","743"
"2018 Apr 18 03:12:41 PM","Mar 2014","Arrival","Domestic","Mail","1,825"
"2018 Apr 18 03:12:41 PM","Sep 2007","Arrival","International","Mail","742"
"2018 Apr 18 03:12:41 PM","Aug 2006","Arrival","International","Mail","552"
"2018 May 23 07:44:39 AM","Apr 2018","Departure","International","Mail","1,031"
"2020 Apr 29 07:14:24 AM","Mar 2020","Arrival","International","Mail","953"
"2018 Apr 18 03:12:41 PM","Oct 2013","Departure","Domestic","Freight","35,759"
"2021 Apr 01 09:37:48 AM","Feb 2021","Departure","Domestic","Freight","33,680"
"2020 Jun 29 07:20:39 AM","May 2020","Departure","International","Mail","955"
"2018 Apr 18 03:12:41 PM","Dec 2017","Departure","Domestic","Freight","41,384"
"2018 Apr 18 03:12:41 PM","Nov 2015","Arrival","Domestic","Mail","2,200"
"2018 Apr 18 03:12:41 PM","Feb 2008","Departure","International","Mail","1,491"
"2018 Apr 18 03:12:41 PM","May 2014","Departure","Domestic","Freight","34,526"
"2018 Apr 18 03:12:41 PM","Aug 2015","Arrival","International","Mail","870"
"2018 Apr 18 03:12:41 PM","Mar 2013","Arrival","Domestic","Mail","1,059"
"2018 Apr 18 03:12:41 PM","Feb 2018","Arrival","Domestic","Mail","2,539"
"2018 Apr 18 03:12:41 PM","Jan 2006","Departure","Domestic","Mail","2,845"
"2018 Jul 12 02:24:30 PM","Jun 2018","Arrival","Domestic","Mail","2,525"
"2018 Apr 18 03:12:41 PM","Jun 2011","Departure","Domestic","Freight","31,514"
"2018 Apr 18 03:12:41 PM","May 2012","Departure","International","Mail","1,913"
"2018 Apr 18 03:12:41 PM","Sep 2017","Departure","Domestic","Mail","3,334"
"2018 Apr 18 03:12:41 PM","Jun 2013","Arrival","International","Freight","52,004"
"2020 Apr 29 07:14:24 AM","Mar 2020","Arrival","Domestic","Mail","3,736"
"2018 Apr 18 03:12:41 PM","Jun 2010","Arrival","International","Mail","710"
"2018 Apr 18 03:12:41 PM","Jul 2009","Arrival","Domestic","Freight","28,665"
"2018 Apr 18 03:12:41 PM","Apr 2017","Arrival","International","Freight","71,925"
"2018 Apr 18 03:12:41 PM","Feb 2007","Departure","Domestic","Freight","37,997"
"2018 Apr 18 03:12:41 PM","Apr 2009","Departure","International","Mail","1,040"
"2018 Oct 29 10:20:51 AM","Sep 2018","Arrival","International","Mail","1,401"
"2018 Apr 18 03:12:41 PM","Dec 2016","Departure","International","Mail","1,452"
"2018 Apr 18 03:12:41 PM","Mar 2009","Departure","International","Mail","1,017"
"2018 Apr 18 03:12:41 PM","Mar 2017","Departure","Domestic","Freight","40,288"
"2018 Apr 18 03:12:41 PM","Mar 2013","Departure","Domestic","Freight","35,331"
"2018 Apr 18 03:12:41 PM","Mar 2017","Arrival","International","Freight","71,754"
"2018 Apr 18 03:12:41 PM","Sep 2010","Departure","Domestic","Freight","31,752"
"2018 Apr 18 03:12:41 PM","Jul 2016","Departure","International","Mail","1,073"
"2020 Aug 03 07:35:04 AM","Jun 2020","Arrival","International","Freight","84,189"
"2018 Apr 18 03:12:41 PM","Jan 2015","Arrival","Domestic","Freight","27,392"
"2018 Apr 18 03:12:41 PM","Jun 2008","Arrival","International","Mail","587"
"2020 Jun 29 07:20:39 AM","Apr 2020","Arrival","International","Freight","68,576"
"2018 Apr 18 03:12:41 PM","Jan 2014","Arrival","Domestic","Freight","28,425"
"2018 Apr 18 03:12:41 PM","May 2006","Arrival","International","Mail","497"
"2018 Apr 18 03:12:41 PM","Jun 2008","Arrival","International","Freight","50,778"
"2018 Jul 16 02:36:06 PM","Jun 2018","Departure","Domestic","Freight","38,061"
"2018 Apr 18 03:12:41 PM","Nov 2017","Departure","International","Mail","2,032"
"2020 Dec 07 01:58:36 PM","Sep 2020","Departure","Domestic","Freight","35,183"
"2018 Apr 18 03:12:41 PM","Mar 2015","Departure","International","Freight","52,669"
"2018 Apr 18 03:12:41 PM","Jul 2006","Arrival","International","Freight","54,352"
"2018 Apr 18 03:12:41 PM","Feb 2013","Arrival","Domestic","Freight","27,329"
"2018 Apr 18 03:12:41 PM","Apr 2017","Arrival","Domestic","Mail","2,467"
"2018 Apr 18 03:12:41 PM","Aug 2014","Departure","International","Mail","1,229"
"2018 Apr 18 03:12:41 PM","Feb 2008","Arrival","International","Mail","3,449"
"2020 Jan 02 10:43:42 AM","Nov 2019","Departure","International","Mail","806"
"2018 Apr 18 03:12:41 PM","Nov 2007","Arrival","International","Freight","62,776"
"2018 Apr 18 03:12:41 PM","Nov 2012","Arrival","International","Mail","757"
"2020 Jan 22 06:57:11 AM","Dec 2019","Departure","Domestic","Mail","9,192"
"2018 Apr 18 03:12:41 PM","May 2010","Arrival","International","Freight","61,625"
"2018 Apr 18 03:12:41 PM","Oct 2014","Departure","Domestic","Freight","37,560"
"2018 Apr 18 03:12:41 PM","Jan 2012","Departure","Domestic","Mail","2,823"
"2018 Apr 18 03:12:41 PM","Nov 2013","Departure","International","Mail","1,262"
"2021 Apr 01 09:37:48 AM","Feb 2021","Arrival","Domestic","Freight","34,088"
"2018 Apr 18 03:12:41 PM","Dec 2010","Departure","Domestic","Freight","36,510"
"2018 Apr 18 03:12:41 PM","Jul 2013","Arrival","International","Freight","49,068"
"2019 Apr 29 01:10:30 PM","Dec 2017","Departure","International","Freight","48,650"
"2018 Apr 18 03:12:41 PM","Feb 2006","Departure","Domestic","Mail","2,310"
"2018 Apr 18 03:12:41 PM","Feb 2017","Arrival","Domestic","Freight","26,887"
"2018 Apr 18 03:12:41 PM","Jun 2013","Departure","Domestic","Freight","34,021"
"2018 Apr 18 03:12:41 PM","Sep 2010","Arrival","International","Mail","589"
"2018 Apr 18 03:12:41 PM","Nov 2008","Departure","International","Mail","1,061"
"2018 Apr 18 03:12:41 PM","Feb 2014","Arrival","International","Mail","729"
"2020 Oct 27 08:53:01 AM","Sep 2020","Arrival","Domestic","Mail","4,028"
"2018 Apr 18 03:12:41 PM","May 2016","Arrival","Domestic","Mail","1,804"
"2018 Apr 18 03:12:41 PM","Nov 2012","Arrival","International","Freight","58,399"
"2018 Apr 18 03:12:41 PM","May 2006","Arrival","International","Freight","54,068"
"2018 Apr 18 03:12:41 PM","Oct 2007","Departure","Domestic","Mail","1,992"
"2018 Apr 18 03:12:41 PM","Dec 2010","Arrival","Domestic","Freight","34,903"
"2019 May 28 06:24:45 AM","Apr 2019","Departure","Domestic","Mail","4,685"
"2018 Apr 18 03:12:41 PM","Mar 2017","Departure","International","Freight","52,096"
"2018 Apr 18 03:12:41 PM","Aug 2011","Departure","International","Mail","2,039"
"2018 Apr 18 03:12:41 PM","Jun 2012","Arrival","Domestic","Mail","1,815"
"2018 Apr 18 03:12:41 PM","Dec 2015","Arrival","Domestic","Freight","33,482"
"2018 Apr 18 03:12:41 PM","Aug 2010","Departure","International","Mail","1,808"
"2018 Apr 18 03:12:41 PM","Oct 2017","Arrival","International","Mail","1,743"
"2018 Apr 18 03:12:41 PM","Jun 2011","Departure","International","Mail","1,880"
"2018 Apr 18 03:12:41 PM","Jul 2012","Arrival","Domestic","Freight","27,875"
"2021 Feb 02 08:17:02 AM","Dec 2020","Departure","Domestic","Mail","8,480"
"2018 Apr 18 03:12:41 PM","Feb 2014","Departure","Domestic","Freight","31,422"
"2018 Apr 18 03:12:41 PM","Sep 2014","Departure","International","Freight","40,745"
"2018 Apr 18 03:12:41 PM","Aug 2010","Arrival","International","Mail","572"
"2018 Apr 18 03:12:41 PM","Mar 2010","Arrival","Domestic","Mail","1,290"
"2020 Jan 22 06:57:11 AM","Dec 2019","Arrival","Domestic","Freight","32,773"
"2018 Apr 18 03:12:41 PM","Apr 2009","Departure","Domestic","Mail","1,731"
"2018 Apr 18 03:12:41 PM","May 2007","Arrival","Domestic","Mail","1,255"
"2018 Apr 18 03:12:41 PM","Mar 2008","Departure","International","Mail","1,271"
"2018 Apr 18 03:12:41 PM","Jun 2011","Arrival","International","Freight","51,925"
"2019 Apr 29 01:10:30 PM","Nov 2017","Departure","International","Freight","50,491"
"2018 Apr 18 03:12:41 PM","Feb 2009","Departure","International","Freight","26,059"
"2018 Apr 18 03:12:41 PM","May 2012","Arrival","International","Freight","50,212"
"2018 Apr 18 03:12:41 PM","May 2006","Departure","Domestic","Freight","40,639"
"2018 Apr 18 03:12:41 PM","May 2013","Arrival","Domestic","Mail","1,863"
"2018 Apr 18 03:12:41 PM","Mar 2007","Departure","International","Freight","36,683"
"2018 Dec 26 06:52:40 AM","Nov 2018","Departure","International","Freight","49,972"
"2018 Apr 18 03:12:41 PM","Sep 2016","Arrival","Domestic","Freight","32,383"
"2018 Apr 18 03:12:41 PM","Oct 2006","Arrival","Domestic","Freight","40,772"
"2021 Jan 10 06:01:37 AM","Jul 2020","Departure","Domestic","Mail","5,528"
"2018 Apr 18 03:12:41 PM","Feb 2015","Arrival","International","Mail","754"
"2019 Nov 26 01:26:41 PM","Oct 2019","Arrival","International","Freight","77,328"
"2018 Apr 18 03:12:41 PM","Feb 2012","Departure","Domestic","Freight","32,269"
"2018 Apr 18 03:12:41 PM","Feb 2010","Arrival","Domestic","Freight","27,245"
"2018 Apr 18 03:12:41 PM","Jan 2016","Departure","International","Mail","1,422"
"2019 Jan 30 07:34:09 AM","Dec 2018","Arrival","Domestic","Freight","32,445"
"2018 Apr 18 03:12:41 PM","Feb 2010","Departure","International","Mail","1,024"
"2018 Apr 18 03:12:41 PM","Aug 2007","Departure","International","Freight","39,543"
"2018 Apr 18 03:12:41 PM","Sep 2016","Departure","International","Freight","43,597"
"2021 Feb 02 08:17:02 AM","Nov 2020","Departure","Domestic","Mail","5,056"
"2018 Apr 18 03:12:41 PM","Jan 2010","Departure","International","Freight","31,271"
"2020 Jun 29 07:20:39 AM","May 2020","Arrival","Domestic","Freight","35,444"
"2018 Apr 18 03:12:41 PM","Oct 2014","Departure","Domestic","Mail","2,448"
"2018 Apr 18 03:12:41 PM","Feb 2014","Departure","International","Mail","1,085"
"2018 Apr 18 03:12:41 PM","Apr 2012","Departure","International","Mail","1,972"
"2018 Apr 18 03:12:41 PM","Apr 2016","Departure","International","Mail","986"
"2018 Apr 18 03:12:41 PM","Dec 2014","Departure","International","Mail","1,657"
"2018 Apr 18 03:12:41 PM","Jan 2010","Departure","International","Mail","1,072"
"2018 Apr 18 03:12:41 PM","Jun 2010","Departure","Domestic","Mail","2,333"
"2018 Apr 18 03:12:41 PM","Oct 2006","Departure","Domestic","Mail","2,016"
"2018 Apr 18 03:12:41 PM","May 2013","Arrival","Domestic","Freight","29,904"
"2018 Apr 18 03:12:41 PM","Sep 2015","Arrival","International","Mail","1,097"
"2018 Apr 18 03:12:41 PM","Oct 2012","Arrival","Domestic","Mail","2,025"
"2018 Apr 18 03:12:41 PM","Jun 2011","Arrival","International","Mail","619"
"2018 Apr 18 03:12:41 PM","Jan 2013","Departure","Domestic","Mail","1,560"
"2018 Apr 18 03:12:41 PM","Jan 2008","Departure","International","Freight","30,072"
"2019 Apr 29 01:10:30 PM","Apr 2018","Departure","International","Freight","50,682"
"2018 Apr 18 03:12:41 PM","Aug 2007","Arrival","Domestic","Mail","912"
"2018 Apr 18 03:12:41 PM","Sep 2008","Arrival","International","Mail","720"
"2018 Apr 18 03:12:41 PM","Dec 2016","Arrival","Domestic","Mail","4,091"
"2018 Apr 18 03:12:41 PM","Dec 2013","Departure","Domestic","Mail","2,787"
"2020 Jun 29 07:20:39 AM","May 2020","Departure","Domestic","Mail","4,433"
"2018 Apr 18 03:12:41 PM","Sep 2013","Departure","International","Freight","39,856"
"2018 Apr 18 03:12:41 PM","Jan 2013","Arrival","International","Mail","557"
"2018 Apr 18 03:12:41 PM","Dec 2008","Departure","Domestic","Freight","33,621"
"2018 Apr 18 03:12:41 PM","Aug 2010","Arrival","International","Freight","55,334"
"2018 Apr 18 03:12:41 PM","May 2008","Arrival","Domestic","Freight","30,448"
"2018 Apr 18 03:12:41 PM","Mar 2006","Arrival","International","Freight","63,864"
"2018 Apr 18 03:12:41 PM","Oct 2017","Departure","Domestic","Mail","3,464"
"2018 Apr 18 03:12:41 PM","Apr 2016","Departure","Domestic","Freight","34,842"
"2018 Apr 18 03:12:41 PM","Nov 2017","Arrival","Domestic","Freight","35,577"
"2018 Apr 18 03:12:41 PM","Jan 2017","Departure","International","Mail","924"
"2018 Apr 18 03:12:41 PM","Feb 2016","Arrival","International","Freight","44,787"
"2018 Apr 18 03:12:41 PM","May 2011","Arrival","International","Freight","48,279"
"2018 Apr 18 03:12:41 PM","May 2010","Arrival","International","Mail","675"
"2018 Apr 18 03:12:41 PM","Feb 2006","Departure","Domestic","Freight","33,222"
"2018 Apr 18 03:12:41 PM","Jan 2018","Arrival","Domestic","Mail","2,876"
"2018 Apr 18 03:12:41 PM","Mar 2014","Departure","Domestic","Freight","34,766"
"2018 Apr 18 03:12:41 PM","Jul 2007","Departure","Domestic","Freight","36,538"
"2018 Apr 18 03:12:41 PM","Feb 2011","Arrival","Domestic","Freight","26,656"
"2018 Apr 18 03:12:41 PM","May 2010","Departure","Domestic","Freight","32,777"
"2018 Apr 18 03:12:41 PM","Aug 2008","Arrival","Domestic","Freight","28,075"
"2018 Apr 18 03:12:41 PM","May 2017","Departure","International","Freight","52,923"
"2018 Apr 18 03:12:41 PM","Jan 2010","Arrival","Domestic","Freight","27,291"
"2018 Apr 18 03:12:41 PM","Sep 2016","Departure","Domestic","Mail","2,794"
"2018 Apr 18 03:12:41 PM","Aug 2010","Arrival","Domestic","Freight","30,993"
"2018 Apr 18 03:12:41 PM","May 2013","Departure","International","Mail","1,719"
"2018 Apr 18 03:12:41 PM","Apr 2010","Arrival","Domestic","Mail","1,422"
"2018 Apr 18 03:12:41 PM","May 2010","Arrival","Domestic","Freight","30,876"
"2018 Apr 18 03:12:41 PM","Jul 2017","Departure","International","Mail","935"
"2018 Apr 18 03:12:41 PM","Oct 2015","Arrival","Domestic","Mail","2,580"
"2019 Apr 29 01:10:30 PM","Aug 2018","Arrival","International","Freight","78,087"
"2018 Apr 18 03:12:41 PM","Apr 2010","Arrival","Domestic","Freight","33,434"
"2018 Apr 18 03:12:41 PM","Sep 2008","Departure","Domestic","Mail","1,914"
"2018 Apr 18 03:12:41 PM","Nov 2009","Arrival","Domestic","Freight","34,354"
"2020 Feb 28 08:21:30 AM","Dec 2019","Departure","International","Freight","45,407"
"2018 Apr 18 03:12:41 PM","Sep 2007","Departure","Domestic","Mail","1,838"
"2018 Apr 18 03:12:41 PM","Dec 2010","Departure","International","Mail","2,541"
"2020 Dec 07 01:58:36 PM","Oct 2020","Arrival","International","Mail","1,031"
"2018 Apr 18 03:12:41 PM","Nov 2010","Departure","International","Mail","1,896"
"2018 Apr 18 03:12:41 PM","Mar 2018","Departure","International","Mail","1,191"
"2020 Feb 28 08:21:30 AM","Jan 2020","Arrival","Domestic","Freight","25,724"
"2018 Apr 18 03:12:41 PM","Mar 2009","Departure","International","Freight","28,094"
"2018 Apr 18 03:12:41 PM","Jun 2010","Arrival","Domestic","Freight","30,960"
"2018 Apr 18 03:12:41 PM","May 2013","Departure","International","Freight","45,192"
"2018 Apr 18 03:12:41 PM","Dec 2016","Arrival","International","Freight","65,043"
"2018 Apr 18 03:12:41 PM","Jul 2009","Arrival","International","Mail","674"
"2018 Apr 18 03:12:41 PM","Sep 2016","Departure","Domestic","Freight","34,404"
"2018 Apr 18 03:12:41 PM","Jun 2009","Arrival","International","Mail","649"
"2018 Apr 18 03:12:41 PM","Feb 2009","Arrival","Domestic","Mail","1,391"
"2020 Aug 27 07:15:54 AM","Jul 2020","Arrival","International","Freight","82,566"
"2018 Apr 18 03:12:41 PM","Sep 2007","Arrival","International","Freight","60,147"
"2018 Apr 18 03:12:41 PM","Nov 2013","Departure","Domestic","Mail","2,413"
"2018 Apr 18 03:12:41 PM","Jan 2006","Departure","International","Mail","971"
"2018 Apr 18 03:12:41 PM","Mar 2009","Arrival","Domestic","Freight","25,639"
"2018 Apr 18 03:12:41 PM","Apr 2014","Departure","Domestic","Mail","2,214"
"2018 Apr 18 03:12:41 PM","Aug 2017","Departure","International","Mail","929"
"2018 Apr 18 03:12:41 PM","Oct 2007","Arrival","International","Freight","62,388"
"2018 Apr 18 03:12:41 PM","Feb 2016","Arrival","Domestic","Mail","2,089"
"2018 Apr 18 03:12:41 PM","Jan 2014","Departure","International","Freight","37,733"
"2018 Apr 18 03:12:41 PM","Jul 2014","Arrival","Domestic","Mail","1,721"
"2019 May 28 06:24:45 AM","Apr 2019","Arrival","International","Mail","1,399"
"2019 Apr 29 01:10:30 PM","Mar 2019","Departure","Domestic","Freight","38,881"
"2018 Apr 18 03:12:41 PM","Feb 2013","Arrival","International","Freight","43,503"
"2018 Apr 18 03:12:41 PM","Aug 2007","Departure","Domestic","Freight","38,348"
"2018 Apr 18 03:12:41 PM","Feb 2009","Departure","Domestic","Mail","1,928"
"2019 Apr 29 01:10:30 PM","Dec 2018","Arrival","International","Freight","73,069"
"2018 Apr 18 03:12:41 PM","Apr 2007","Arrival","Domestic","Freight","34,697"
"2018 Apr 18 03:12:41 PM","Oct 2008","Arrival","International","Mail","747"
"2020 Aug 03 07:35:04 AM","Jun 2020","Departure","International","Freight","45,290"
"2018 Apr 18 03:12:41 PM","Jun 2013","Departure","International","Freight","44,711"
"2018 Apr 18 03:12:41 PM","Jun 2016","Arrival","Domestic","Mail","2,257"
"2018 Apr 18 03:12:41 PM","Jan 2014","Departure","International","Mail","1,149"
"2018 Apr 18 03:12:41 PM","Apr 2012","Arrival","Domestic","Mail","2,017"
"2018 Apr 18 03:12:41 PM","Jun 2006","Departure","Domestic","Freight","41,203"
"2019 Jul 26 08:10:48 AM","Jun 2019","Arrival","International","Freight","70,904"
